univLabel,alumniLabel,occupationLabel,employerLabel,positionLabel,wiki,alumniId,alumniNormalizedName,universityNormalizedName
Universitas Airlangga,Desra Percaya,pegawai negeri sipil,Kementerian Luar Negeri,Duta Besar Indonesia untuk Britania Raya,https://en.wikipedia.org/wiki/Desra_Percaya,alumni-fc1d97f9c349,desra percaya,universitas airlangga
Universitas Airlangga,Desra Percaya,diplomat,Kementerian Luar Negeri,Duta Besar Indonesia untuk Britania Raya,https://en.wikipedia.org/wiki/Desra_Percaya,alumni-fc1d97f9c349,desra percaya,universitas airlangga
Universitas Airlangga,Desra Percaya,pegawai negeri sipil,Perserikatan Bangsa-Bangsa,Duta Besar Indonesia untuk Britania Raya,https://en.wikipedia.org/wiki/Desra_Percaya,alumni-fc1d97f9c349,desra percaya,universitas airlangga
Universitas Airlangga,Desra Percaya,diplomat,Perserikatan Bangsa-Bangsa,Duta Besar Indonesia untuk Britania Raya,https://en.wikipedia.org/wiki/Desra_Percaya,alumni-fc1d97f9c349,desra percaya,universitas airlangga
Institut Teknologi Bandung,Devina Hermawan,Author,,,,alumni-6a1864976918,devina hermawan,institut teknologi bandung
Institut Teknologi Bandung,Devina Hermawan,Chef,,,,alumni-6a1864976918,devina hermawan,institut teknologi bandung
Institut Teknologi Bandung,Devina Hermawan,,,,,alumni-6a1864976918,devina hermawan,institut teknologi bandung
Universitas Gadjah Mada,Dewa Made Beratha,,Bali Governance,Governor,,alumni-6b2283119dec,dewa made beratha,universitas gadjah mada
Christian University of Indonesia,Dewi Gustina Tobing,,,,,alumni-67a54522e419,dewi gustina tobing,christian university of indonesia
Universitas Katolik Indonesia Atma Jaya,Dewi Hughes,aktivis,Dana Anak-anak Perserikatan Bangsa-Bangsa,UNICEF Goodwill Ambassador,,alumni-e26a490c67f2,dewi hughes,universitas katolik indonesia atma jaya
Universitas Katolik Indonesia Atma Jaya,Dewi Hughes,pembawa acara,Dana Anak-anak Perserikatan Bangsa-Bangsa,UNICEF Goodwill Ambassador,,alumni-e26a490c67f2,dewi hughes,universitas katolik indonesia atma jaya
Universitas Katolik Indonesia Atma Jaya,Dewi Hughes,penulis,Dana Anak-anak Perserikatan Bangsa-Bangsa,UNICEF Goodwill Ambassador,,alumni-e26a490c67f2,dewi hughes,universitas katolik indonesia atma jaya
Universitas Katolik Indonesia Atma Jaya,Dewi Hughes,pemeran,Dana Anak-anak Perserikatan Bangsa-Bangsa,UNICEF Goodwill Ambassador,,alumni-e26a490c67f2,dewi hughes,universitas katolik indonesia atma jaya
Parahyangan Catholic University,Dewi Lestari,Songwriter,,,,alumni-be15aaa425e1,dewi lestari,parahyangan catholic university
Parahyangan Catholic University,Dewi Lestari,,,,,alumni-be15aaa425e1,dewi lestari,parahyangan catholic university
Parahyangan Catholic University,Dewi Lestari,singer,,,,alumni-be15aaa425e1,dewi lestari,parahyangan catholic university
Parahyangan Catholic University,Dewi Lestari,writer,,,,alumni-be15aaa425e1,dewi lestari,parahyangan catholic university
Universitas Gadjah Mada,Dharma Pongrekun,,,,,alumni-f61d264c1eed,dharma pongrekun,universitas gadjah mada
Institut Teknologi Bandung,Dhony Rahajoe,,,,,alumni-c28c389960c4,dhony rahajoe,institut teknologi bandung
Universitas Gadjah Mada,Diah Tri Widayati,peneliti,Universitas Gadjah Mada,full professor,,alumni-ef91e50be813,diah tri widayati,universitas gadjah mada
Airlangga University,Diananda Choirunisa,,,,,alumni-b00bab66d7a7,diananda choirunisa,airlangga university
Universitas Pendidikan Indonesia,Didi Sukyadi,lektor,Kementerian Riset dan Teknologi Indonesia,Daftar Rektor Universitas Pendidikan Indonesia,,alumni-d397624b65c0,didi sukyadi,universitas pendidikan indonesia
Universitas Pendidikan Indonesia,Didi Sukyadi,pegawai negeri sipil,Kementerian Riset dan Teknologi Indonesia,Daftar Rektor Universitas Pendidikan Indonesia,,alumni-d397624b65c0,didi sukyadi,universitas pendidikan indonesia
Universitas Pendidikan Indonesia,Didi Sukyadi,lektor,Universitas Pendidikan Indonesia,Daftar rektor,,alumni-d397624b65c0,didi sukyadi,universitas pendidikan indonesia
Universitas Pendidikan Indonesia,Didi Sukyadi,pegawai negeri sipil,Universitas Pendidikan Indonesia,Daftar rektor,,alumni-d397624b65c0,didi sukyadi,universitas pendidikan indonesia
Esa Unggul University,Dimyati Natakusumah,,,,,alumni-11f44f374b5e,dimyati natakusumah,esa unggul university
Universitas Padjadjaran,Dindin Wahyudin,diplomat,Kementerian Luar Negeri,Duta Besar Indonesia untuk Senegal,https://en.wikipedia.org/wiki/Dindin_Wahyudin,alumni-4fe05587c883,dindin wahyudin,universitas padjadjaran
Tarumanagara University,Djan Faridz,,,,,alumni-88e4ca53f96c,djan faridz,tarumanagara university
Brawijaya University,Djarot Saiful Hidayat,,Jakarta Governance,Governor,,alumni-792ff3f54219,djarot saiful hidayat,brawijaya university
Universitas Gadjah Mada,Djarot Saiful Hidayat,,Jakarta Governance,Governor,,alumni-34ae2ae8c386,djarot saiful hidayat,universitas gadjah mada
Sunan Kalijaga State Islamic University,Djohan Effendi,,,,,alumni-e878e63a440c,djohan effendi,sunan kalijaga state islamic university
Indonesia Open University,Djohar Arifin Husin,,Pssi,President,,alumni-e2468e9a404e,djohar arifin husin,indonesia open university
University of North Sumatra,Djohar Arifin Husin,,Pssi,President,,alumni-8510f2023099,djohar arifin husin,university of north sumatra
Indonesian Military Academy,Djoko Santoso,,Indonesian National Armed Forces,Commander,,alumni-05cad96ba7bd,djoko santoso,indonesian military academy
Indonesian Military Academy,Djoko Santoso,,Staff Of The Indonesian Army,Chief,,alumni-05cad96ba7bd,djoko santoso,indonesian military academy
Institut Teknologi Bandung,Djoko Santoso (akademisi),akademisi,Institut Teknologi Bandung,Rektor,,alumni-2d693af6c63a,djoko santoso (akademisi),institut teknologi bandung
Institut Teknologi Bandung,Djoko Santoso (akademisi),lektor,Institut Teknologi Bandung,Rektor,,alumni-2d693af6c63a,djoko santoso (akademisi),institut teknologi bandung
Institut Teknologi Bandung,Djoko Santoso (akademisi),pegawai negeri sipil,Institut Teknologi Bandung,Rektor,,alumni-2d693af6c63a,djoko santoso (akademisi),institut teknologi bandung
Institut Teknologi Bandung,Djuanda Kartawidjaja,,Indonesia,Prime minister,,alumni-d97153f6e050,djuanda kartawidjaja,institut teknologi bandung
Institut Teknologi Bandung,Djuanda Kartawidjaja,Politician,Indonesia,Prime minister,,alumni-d97153f6e050,djuanda kartawidjaja,institut teknologi bandung
Institut Teknologi Bandung,Djuanda Kartawidjaja,engineer,Indonesia,Prime minister,,alumni-d97153f6e050,djuanda kartawidjaja,institut teknologi bandung
Institut Teknologi Bandung,Djuanda Suraatmadja,akademisi,Institut Teknologi Bandung,Rektor,,alumni-266cec9f4e4b,djuanda suraatmadja,institut teknologi bandung
Institut Teknologi Bandung,Doddy Achdiat Tisna Amidjaja,akademisi,Institut Teknologi Bandung,Rektor,,alumni-32a97efea573,doddy achdiat tisna amidjaja,institut teknologi bandung
Institut Teknologi Bandung,Dody Hanggodo,Businessperson,,,,alumni-0ba39aa123d8,dody hanggodo,institut teknologi bandung
Institut Teknologi Bandung,Dody Hanggodo,Politician,,,,alumni-0ba39aa123d8,dody hanggodo,institut teknologi bandung
Institut Teknologi Bandung,Dody Hanggodo,,,,,alumni-0ba39aa123d8,dody hanggodo,institut teknologi bandung
Indonesian Military Academy,Doni Monardo,,,,,alumni-16af77d17293,doni monardo,indonesian military academy
Institut Teknologi Bandung,Donny Ermawan Taufanto,,,,,alumni-2e3a230e37a4,donny ermawan taufanto,institut teknologi bandung
Indonesian Air Force Academy,Donny Ermawan Taufanto,,,,,alumni-0c75bf516f40,donny ermawan taufanto,indonesian air force academy
Indonesian Military Academy,Dudung Abdurachman,,,,,alumni-c3d71acbea39,dudung abdurachman,indonesian military academy
University of North Sumatra,Duma Riris Silalahi,Beauty pageant,,Puteri Indonesia,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,,,Puteri Indonesia,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,actress,,Puteri Indonesia,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,singer,,Puteri Indonesia,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,fashion model,,Puteri Indonesia,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,Beauty pageant,,Puteri North Sumatra,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,,,Puteri North Sumatra,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,actress,,Puteri North Sumatra,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,singer,,Puteri North Sumatra,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,fashion model,,Puteri North Sumatra,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,Beauty pageant,,Puteri Indonesia 2007,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,,,Puteri Indonesia 2007,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,actress,,Puteri Indonesia 2007,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,singer,,Puteri Indonesia 2007,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,fashion model,,Puteri Indonesia 2007,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,Beauty pageant,,Miss International 2008,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,,,Miss International 2008,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,actress,,Miss International 2008,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,singer,,Miss International 2008,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,fashion model,,Miss International 2008,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,Beauty pageant,,Puteri Indonesia Lingkungan 2007,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,,,Puteri Indonesia Lingkungan 2007,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,actress,,Puteri Indonesia Lingkungan 2007,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,singer,,Puteri Indonesia Lingkungan 2007,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,fashion model,,Puteri Indonesia Lingkungan 2007,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,Beauty pageant,,Miss International Indonesia 2008,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,,,Miss International Indonesia 2008,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,actress,,Miss International Indonesia 2008,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,singer,,Miss International Indonesia 2008,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
University of North Sumatra,Duma Riris Silalahi,fashion model,,Miss International Indonesia 2008,,alumni-73138b576f5b,duma riris silalahi,university of north sumatra
Institut Teknologi Bandung,Dwi Hendratmo Widyantoro,lektor,Institut Teknologi Bandung,Dosen,,alumni-afbdeb496b87,dwi hendratmo widyantoro,institut teknologi bandung
Institut Teknologi Bandung,Dwi Hendratmo Widyantoro,pegawai negeri sipil,Institut Teknologi Bandung,Dosen,,alumni-afbdeb496b87,dwi hendratmo widyantoro,institut teknologi bandung
Institut Teknologi Bandung,Dwi Hendratmo Widyantoro,ilmuwan komputer,Institut Teknologi Bandung,Dosen,,alumni-afbdeb496b87,dwi hendratmo widyantoro,institut teknologi bandung
University of Jember,Dwi Rubiyanti Kholifah,,,,,alumni-63cb7e225571,dwi rubiyanti kholifah,university of jember
Indonesian Naval Academy,Eddy Martadinata,,,,,alumni-ef48ed03c3e1,eddy martadinata,indonesian naval academy
Sriwijaya University,Eddy Yusuf,,,,,alumni-e21b0da3d4f2,eddy yusuf,sriwijaya university
Swiss German University,Edhy Prabowo,,,,,alumni-03630a75eb3e,edhy prabowo,swiss german university
Universitas Gadjah Mada,Edward Omar Sharif Hiariej,,,,,alumni-a2490b1da4e3,edward omar sharif hiariej,universitas gadjah mada
Universitas Gadjah Mada,Edward Omar Sharif Hiariej,Professor,,,,alumni-a2490b1da4e3,edward omar sharif hiariej,universitas gadjah mada
Universitas Gadjah Mada,Edward Omar Sharif Hiariej,writer,,,,alumni-a2490b1da4e3,edward omar sharif hiariej,universitas gadjah mada
Universitas Gadjah Mada,Edward Omar Sharif Hiariej,pegawai negeri sipil,Kementerian Riset dan Teknologi Indonesia,Advisors to the office,https://en.wikipedia.org/wiki/Eddy_Hiariej,alumni-a2490b1da4e3,edward omar sharif hiariej,universitas gadjah mada
Indonesian Military Academy,Edy Rahmayadi,,,,,alumni-56634068d5df,edy rahmayadi,indonesian military academy
Universitas Gadjah Mada,Eka Kurniawan,,,,,alumni-0587d398eb70,eka kurniawan,universitas gadjah mada
Universitas Gadjah Mada,Eka Kurniawan,Author,,,,alumni-0587d398eb70,eka kurniawan,universitas gadjah mada
Universitas Gadjah Mada,Eka Kurniawan,screenwriter,,,,alumni-0587d398eb70,eka kurniawan,universitas gadjah mada
State University of Jakarta,Eko Yuli Irawan,,,,,alumni-0337f4fec5ad,eko yuli irawan,state university of jakarta
Sriwijaya University,Elfin Pertiwi Rappa,,,Puteri Indonesia,,alumni-68940acdfb5b,elfin pertiwi rappa,sriwijaya university
Sriwijaya University,Elfin Pertiwi Rappa,,,Puteri South Sumatra,,alumni-68940acdfb5b,elfin pertiwi rappa,sriwijaya university
Sriwijaya University,Elfin Pertiwi Rappa,,,Puteri Indonesia 2015,,alumni-68940acdfb5b,elfin pertiwi rappa,sriwijaya university
Sriwijaya University,Elfin Pertiwi Rappa,,,Puteri Indonesia Lingkungan 2015,,alumni-68940acdfb5b,elfin pertiwi rappa,sriwijaya university
Airlangga University,Elvira Devinamira,,,Puteri Indonesia,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,Actress,,Puteri Indonesia,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,Model,,Puteri Indonesia,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,Beauty pageant titleholder,,Puteri Indonesia,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,,,Puteri East Java,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,Actress,,Puteri East Java,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,Model,,Puteri East Java,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,Beauty pageant titleholder,,Puteri East Java,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,,,Puteri Indonesia 2014,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,Actress,,Puteri Indonesia 2014,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,Model,,Puteri Indonesia 2014,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,Beauty pageant titleholder,,Puteri Indonesia 2014,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,,,Miss Universe Indonesia 2014,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,Actress,,Miss Universe Indonesia 2014,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,Model,,Miss Universe Indonesia 2014,,alumni-764e3259ce70,elvira devinamira,airlangga university
Airlangga University,Elvira Devinamira,Beauty pageant titleholder,,Miss Universe Indonesia 2014,,alumni-764e3259ce70,elvira devinamira,airlangga university
Sunan Kalijaga State Islamic University,Endang Turmudi,,,,,alumni-79f83e25b534,endang turmudi,sunan kalijaga state islamic university
Indonesia University of Education,Enggartiasto Lukita,,,,,alumni-fba8dc6378fb,enggartiasto lukita,indonesia university of education
Institut Teknologi Sepuluh Nopember,Eri Cahyadi,,,,,alumni-62a3ba7e207c,eri cahyadi,institut teknologi sepuluh nopember
Trisakti University,Eriko Sotarduga,,,,,alumni-1d614af078ec,eriko sotarduga,trisakti university
Universitas Gadjah Mada,Erina Gudono,Financial analyst,,,,alumni-f39456476314,erina gudono,universitas gadjah mada
Universitas Gadjah Mada,Erina Gudono,Gravure idol,,,,alumni-f39456476314,erina gudono,universitas gadjah mada
Universitas Gadjah Mada,Erina Gudono,Model (person),,,,alumni-f39456476314,erina gudono,universitas gadjah mada
Universitas Gadjah Mada,Erina Gudono,Television presenter,,,,alumni-f39456476314,erina gudono,universitas gadjah mada
Universitas Gadjah Mada,Erina Gudono,Artist,,,,alumni-f39456476314,erina gudono,universitas gadjah mada
Universitas Gadjah Mada,Erina Gudono,,,,,alumni-f39456476314,erina gudono,universitas gadjah mada
